"STATE","Year","CAUSE","FIRETYPE","SIZECLASS","count"
"Utah",1997,"Human","Active/Suppressed",NA,4
"Utah",1997,"Human","Natural out",0.05,2
"Utah",1997,"Human","Prescribed fire",0.05,1
"Utah",1997,"Human","Prescribed fire",22,2
"Utah",1997,"Human","Prescribed fire",80,4
"Utah",1997,"Human","Prescribed fire",262.5,2
"Utah",1997,"Human","Prescribed fire",1214,1
"Utah",1997,"Human","Support action/Assist fire",22,1
"Utah",1997,"Human","Unknown",0.05,36
"Utah",1997,"Human","Unknown",2,12
"Utah",1997,"Human","Unknown",22,2
"Utah",1997,"Natural","Active/Suppressed",0.05,182
"Utah",1997,"Natural","Active/Suppressed",2,56
"Utah",1997,"Natural","Active/Suppressed",22,22
"Utah",1997,"Natural","Active/Suppressed",80,7
"Utah",1997,"Natural","Active/Suppressed",262.5,9
"Utah",1997,"Natural","Active/Suppressed",1214,2
"Utah",1997,"Natural","Active/Suppressed",5000,1
"Utah",1997,"Natural","Active/Suppressed",NA,2
"Utah",1997,"Natural","Natural out",0.05,4
"Utah",1997,"Natural","Natural out",2,2
"Utah",1997,"Natural","Natural out",NA,1
"Utah",1997,"Natural","Prescribed fire",0.05,4
"Utah",1997,"Natural","Prescribed fire",2,2
"Utah",1997,"Natural","Unknown",0.05,134
"Utah",1997,"Natural","Unknown",2,36
"Utah",1997,"Natural","Unknown",22,5
"Utah",1997,"Natural","Unknown",80,1
"Utah",1998,"","Active/Suppressed",0.05,1
"Utah",1998,"","Active/Suppressed",NA,26
"Utah",1998,"","False Alarm",NA,27
"Utah",1998,"","Prescribed fire",22,3
"Utah",1998,"","Prescribed fire",80,12
"Utah",1998,"","Prescribed fire",262.5,3
"Utah",1998,"","Prescribed fire",1214,2
"Utah",1998,"","Prescribed fire",NA,6
"Utah",1998,"","Support action/Assist fire",NA,178
"Utah",1998,"Human","Active/Suppressed",0.05,47
"Utah",1998,"Human","Active/Suppressed",2,52
"Utah",1998,"Human","Active/Suppressed",22,12
"Utah",1998,"Human","Active/Suppressed",80,5
"Utah",1998,"Human","Active/Suppressed",262.5,3
"Utah",1998,"Human","Active/Suppressed",1214,4
"Utah",1998,"Human","Active/Suppressed",5000,4
"Utah",1998,"Human","Active/Suppressed",NA,4
"Utah",1998,"Human","Natural out",2,1
"Utah",1998,"Human","Natural out",80,1
"Utah",1998,"Human","Prescribed fire",2,1
"Utah",1998,"Human","Prescribed fire",22,4
"Utah",1998,"Human","Prescribed fire",80,2
"Utah",1998,"Human","Prescribed fire",262.5,1
"Utah",1998,"Human","Unknown",0.05,48
"Utah",1998,"Human","Unknown",2,3
"Utah",1998,"Human","Unknown",22,1
"Utah",1998,"Natural","Active/Suppressed",0.05,159
"Utah",1998,"Natural","Active/Suppressed",2,58
"Utah",1998,"Natural","Active/Suppressed",22,21
"Utah",1998,"Natural","Active/Suppressed",80,10
"Utah",1998,"Natural","Active/Suppressed",262.5,6
"Utah",1998,"Natural","Active/Suppressed",1214,6
"Utah",1998,"Natural","Active/Suppressed",5000,2
"Utah",1998,"Natural","Active/Suppressed",NA,1
"Utah",1998,"Natural","Natural out",0.05,5
"Utah",1998,"Natural","Natural out",2,1
"Utah",1998,"Natural","Natural out",22,1
"Utah",1998,"Natural","Prescribed fire",0.05,6
"Utah",1998,"Natural","Prescribed fire",80,1
"Utah",1998,"Natural","Unknown",0.05,99
"Utah",1998,"Natural","Unknown",2,30
"Utah",1998,"Natural","Unknown",22,2
"Utah",1999,"","Active/Suppressed",NA,31
"Utah",1999,"","False Alarm",NA,20
"Utah",1999,"","Natural out",0.05,6
"Utah",1999,"","Prescribed fire",22,3
"Utah",1999,"","Prescribed fire",80,3
"Utah",1999,"","Prescribed fire",262.5,9
"Utah",1999,"","Prescribed fire",1214,2
"Utah",1999,"","Prescribed fire",NA,7
"Utah",1999,"","Support action/Assist fire",22,1
"Utah",1999,"","Support action/Assist fire",NA,246
"Utah",1999,"Human","Active/Suppressed",0.05,42
"Utah",1999,"Human","Active/Suppressed",2,72
"Utah",1999,"Human","Active/Suppressed",22,26
"Utah",1999,"Human","Active/Suppressed",80,7
"Utah",1999,"Human","Active/Suppressed",262.5,12
"Utah",1999,"Human","Active/Suppressed",1214,10
"Utah",1999,"Human","Active/Suppressed",5000,2
"Utah",1999,"Human","False Alarm",NA,1
"Utah",1999,"Human","Natural out",2,2
"Utah",1999,"Human","Natural out",80,1
"Utah",1999,"Human","Prescribed fire",2,7
"Utah",1999,"Human","Prescribed fire",22,6
"Utah",1999,"Human","Prescribed fire",80,2
"Utah",1999,"Human","Prescribed fire",262.5,4
"Utah",1999,"Human","Prescribed fire",1214,6
"Utah",1999,"Human","Support action/Assist fire",2,2
"Utah",1999,"Human","Support action/Assist fire",22,1
"Utah",1999,"Human","Support action/Assist fire",1214,2
"Utah",1999,"Human","Support action/Assist fire",NA,8
"Utah",1999,"Human","Unknown",0.05,86
"Utah",1999,"Human","Unknown",2,25
"Utah",1999,"Human","Unknown",22,9
"Utah",1999,"Human","Unknown",80,2
"Utah",1999,"Natural","Active/Suppressed",0.05,164
"Utah",1999,"Natural","Active/Suppressed",2,94
"Utah",1999,"Natural","Active/Suppressed",22,37
"Utah",1999,"Natural","Active/Suppressed",80,7
"Utah",1999,"Natural","Active/Suppressed",262.5,13
"Utah",1999,"Natural","Active/Suppressed",1214,12
"Utah",1999,"Natural","Active/Suppressed",5000,1
"Utah",1999,"Natural","Natural out",0.05,11
"Utah",1999,"Natural","Natural out",2,3
"Utah",1999,"Natural","Natural out",22,1
"Utah",1999,"Natural","Prescribed fire",0.05,6
"Utah",1999,"Natural","Prescribed fire",2,1
"Utah",1999,"Natural","Prescribed fire",22,1
"Utah",1999,"Natural","Prescribed fire",80,1
"Utah",1999,"Natural","Prescribed fire",262.5,1
"Utah",1999,"Natural","Support action/Assist fire",22,1
"Utah",1999,"Natural","Support action/Assist fire",NA,42
"Utah",1999,"Natural","Unknown",0.05,100
"Utah",1999,"Natural","Unknown",2,36
"Utah",1999,"Natural","Unknown",22,6
"Utah",2000,"","Active/Suppressed",NA,63
"Utah",2000,"","False Alarm",NA,17
"Utah",2000,"","Natural out",0.05,1
"Utah",2000,"","Prescribed fire",0.05,4
"Utah",2000,"","Prescribed fire",22,1
"Utah",2000,"","Prescribed fire",262.5,3
"Utah",2000,"","Support action/Assist fire",22,1
"Utah",2000,"","Support action/Assist fire",NA,115
"Utah",2000,"Human","Active/Suppressed",0.05,52
"Utah",2000,"Human","Active/Suppressed",2,54
"Utah",2000,"Human","Active/Suppressed",22,18
"Utah",2000,"Human","Active/Suppressed",80,2
"Utah",2000,"Human","Active/Suppressed",262.5,1
"Utah",2000,"Human","Active/Suppressed",1214,3
"Utah",2000,"Human","Active/Suppressed",5000,2
"Utah",2000,"Human","False Alarm",NA,1
"Utah",2000,"Human","Natural out",0.05,3
"Utah",2000,"Human","Prescribed fire",2,3
"Utah",2000,"Human","Prescribed fire",262.5,2
"Utah",2000,"Human","Prescribed fire",1214,1
"Utah",2000,"Human","Support action/Assist fire",2,2
"Utah",2000,"Human","Support action/Assist fire",262.5,1
"Utah",2000,"Human","Support action/Assist fire",NA,7
"Utah",2000,"Human","Unknown",0.05,73
"Utah",2000,"Human","Unknown",2,36
"Utah",2000,"Human","Unknown",22,2
"Utah",2000,"Human","Unknown",80,4
"Utah",2000,"Human","Unknown",262.5,1
"Utah",2000,"Human","Unknown",1214,1
"Utah",2000,"Natural","Active/Suppressed",0.05,554
"Utah",2000,"Natural","Active/Suppressed",2,226
"Utah",2000,"Natural","Active/Suppressed",22,51
"Utah",2000,"Natural","Active/Suppressed",80,18
"Utah",2000,"Natural","Active/Suppressed",262.5,13
"Utah",2000,"Natural","Active/Suppressed",1214,12
"Utah",2000,"Natural","Active/Suppressed",5000,7
"Utah",2000,"Natural","Natural out",0.05,42
"Utah",2000,"Natural","Natural out",2,1
"Utah",2000,"Natural","Natural out",262.5,1
"Utah",2000,"Natural","Prescribed fire",2,1
"Utah",2000,"Natural","Support action/Assist fire",0.05,5
"Utah",2000,"Natural","Support action/Assist fire",2,3
"Utah",2000,"Natural","Support action/Assist fire",22,1
"Utah",2000,"Natural","Support action/Assist fire",NA,29
"Utah",2000,"Natural","Unknown",0.05,289
"Utah",2000,"Natural","Unknown",2,120
"Utah",2000,"Natural","Unknown",22,11
"Utah",2000,"Natural","Unknown",80,3
"Utah",2000,"Natural","Unknown",262.5,5
"Utah",2000,"Natural","Unknown",1214,2
"Utah",2000,"Natural","Unknown",5000,1
"Utah",2001,"","Active/Suppressed",NA,49
"Utah",2001,"","False Alarm",NA,21
"Utah",2001,"","Natural out",0.05,4
"Utah",2001,"","Prescribed fire",2,1
"Utah",2001,"","Prescribed fire",22,3
"Utah",2001,"","Prescribed fire",80,1
"Utah",2001,"","Prescribed fire",262.5,3
"Utah",2001,"","Support action/Assist fire",0.05,1
"Utah",2001,"","Support action/Assist fire",22,1
"Utah",2001,"","Support action/Assist fire",80,1
"Utah",2001,"","Support action/Assist fire",NA,218
"Utah",2001,"Human","Active/Suppressed",0.05,53
"Utah",2001,"Human","Active/Suppressed",2,69
"Utah",2001,"Human","Active/Suppressed",22,12
"Utah",2001,"Human","Active/Suppressed",80,6
"Utah",2001,"Human","Active/Suppressed",262.5,7
"Utah",2001,"Human","Active/Suppressed",1214,3
"Utah",2001,"Human","Natural out",0.05,1
"Utah",2001,"Human","Natural out",2,2
"Utah",2001,"Human","Prescribed fire",0.05,1
"Utah",2001,"Human","Prescribed fire",2,3
"Utah",2001,"Human","Prescribed fire",22,1
"Utah",2001,"Human","Prescribed fire",80,1
"Utah",2001,"Human","Prescribed fire",262.5,2
"Utah",2001,"Human","Prescribed fire",1214,3
"Utah",2001,"Human","Prescribed fire",5000,1
"Utah",2001,"Human","Support action/Assist fire",0.05,3
"Utah",2001,"Human","Support action/Assist fire",2,3
"Utah",2001,"Human","Support action/Assist fire",1214,1
"Utah",2001,"Human","Support action/Assist fire",NA,7
"Utah",2001,"Human","Unknown",0.05,111
"Utah",2001,"Human","Unknown",2,27
"Utah",2001,"Human","Unknown",22,6
"Utah",2001,"Human","Unknown",80,1
"Utah",2001,"Human","Unknown",262.5,1
"Utah",2001,"Human","Unknown",1214,1
"Utah",2001,"Human","Unknown",5000,1
"Utah",2001,"Natural","Active/Suppressed",0.05,568
"Utah",2001,"Natural","Active/Suppressed",2,199
"Utah",2001,"Natural","Active/Suppressed",22,55
"Utah",2001,"Natural","Active/Suppressed",80,6
"Utah",2001,"Natural","Active/Suppressed",262.5,14
"Utah",2001,"Natural","Active/Suppressed",1214,9
"Utah",2001,"Natural","Active/Suppressed",5000,1
"Utah",2001,"Natural","Natural out",0.05,24
"Utah",2001,"Natural","Natural out",2,4
"Utah",2001,"Natural","Natural out",80,1
"Utah",2001,"Natural","Prescribed fire",0.05,6
"Utah",2001,"Natural","Prescribed fire",2,1
"Utah",2001,"Natural","Prescribed fire",262.5,1
"Utah",2001,"Natural","Support action/Assist fire",0.05,5
"Utah",2001,"Natural","Support action/Assist fire",2,3
"Utah",2001,"Natural","Support action/Assist fire",22,3
"Utah",2001,"Natural","Support action/Assist fire",NA,53
"Utah",2001,"Natural","Unknown",0.05,293
"Utah",2001,"Natural","Unknown",2,67
"Utah",2001,"Natural","Unknown",22,7
"Utah",2001,"Natural","Unknown",80,2
"Utah",2001,"Natural","Unknown",262.5,1
"Utah",2002,"","Active/Suppressed",2,1
"Utah",2002,"","Active/Suppressed",NA,73
"Utah",2002,"","False Alarm",NA,26
"Utah",2002,"","Prescribed fire",2,4
"Utah",2002,"","Prescribed fire",22,6
"Utah",2002,"","Prescribed fire",80,4
"Utah",2002,"","Prescribed fire",262.5,3
"Utah",2002,"","Prescribed fire",1214,3
"Utah",2002,"","Prescribed fire",NA,3
"Utah",2002,"","Support action/Assist fire",NA,174
"Utah",2002,"Human","Active/Suppressed",0.05,72
"Utah",2002,"Human","Active/Suppressed",2,57
"Utah",2002,"Human","Active/Suppressed",22,13
"Utah",2002,"Human","Active/Suppressed",80,5
"Utah",2002,"Human","Active/Suppressed",262.5,1
"Utah",2002,"Human","Active/Suppressed",1214,3
"Utah",2002,"Human","Active/Suppressed",5000,1
"Utah",2002,"Human","False Alarm",NA,3
"Utah",2002,"Human","Natural out",2,1
"Utah",2002,"Human","Prescribed fire",2,2
"Utah",2002,"Human","Prescribed fire",22,4
"Utah",2002,"Human","Prescribed fire",80,1
"Utah",2002,"Human","Prescribed fire",262.5,5
"Utah",2002,"Human","Prescribed fire",1214,1
"Utah",2002,"Human","Prescribed fire",NA,1
"Utah",2002,"Human","Support action/Assist fire",0.05,5
"Utah",2002,"Human","Support action/Assist fire",2,4
"Utah",2002,"Human","Support action/Assist fire",262.5,1
"Utah",2002,"Human","Support action/Assist fire",NA,10
"Utah",2002,"Human","Unknown",0.05,48
"Utah",2002,"Human","Unknown",2,17
"Utah",2002,"Human","Unknown",22,1
"Utah",2002,"Human","Unknown",80,1
"Utah",2002,"Human","Unknown",262.5,1
"Utah",2002,"Human","Unknown",1214,2
"Utah",2002,"Human","Unknown",5000,3
"Utah",2002,"Natural","Active/Suppressed",0.05,349
"Utah",2002,"Natural","Active/Suppressed",2,127
"Utah",2002,"Natural","Active/Suppressed",22,27
"Utah",2002,"Natural","Active/Suppressed",80,8
"Utah",2002,"Natural","Active/Suppressed",262.5,7
"Utah",2002,"Natural","Active/Suppressed",1214,11
"Utah",2002,"Natural","Active/Suppressed",5000,7
"Utah",2002,"Natural","False Alarm",NA,6
"Utah",2002,"Natural","Natural out",0.05,22
"Utah",2002,"Natural","Natural out",2,1
"Utah",2002,"Natural","Prescribed fire",22,2
"Utah",2002,"Natural","Prescribed fire",80,3
"Utah",2002,"Natural","Prescribed fire",262.5,1
"Utah",2002,"Natural","Support action/Assist fire",0.05,19
"Utah",2002,"Natural","Support action/Assist fire",2,14
"Utah",2002,"Natural","Support action/Assist fire",22,4
"Utah",2002,"Natural","Support action/Assist fire",262.5,2
"Utah",2002,"Natural","Support action/Assist fire",1214,2
"Utah",2002,"Natural","Support action/Assist fire",NA,33
"Utah",2002,"Natural","Unknown",0.05,183
"Utah",2002,"Natural","Unknown",2,61
"Utah",2002,"Natural","Unknown",22,7
"Utah",2002,"Natural","Unknown",80,3
"Utah",2002,"Natural","Unknown",262.5,2
"Utah",2002,"Natural","Unknown",1214,6
"Utah",2002,"Natural","Unknown",5000,3
"Utah",2003,"","Active/Suppressed",NA,54
"Utah",2003,"","False Alarm",NA,46
"Utah",2003,"","Natural out",0.05,1
"Utah",2003,"","Prescribed fire",5000,1
"Utah",2003,"","Support action/Assist fire",0.05,3
"Utah",2003,"","Support action/Assist fire",NA,232
"Utah",2003,"Human","Active/Suppressed",0.05,48
"Utah",2003,"Human","Active/Suppressed",2,38
"Utah",2003,"Human","Active/Suppressed",22,13
"Utah",2003,"Human","Active/Suppressed",80,1
"Utah",2003,"Human","Active/Suppressed",262.5,1
"Utah",2003,"Human","Active/Suppressed",1214,1
"Utah",2003,"Human","Active/Suppressed",5000,2
"Utah",2003,"Human","False Alarm",NA,3
"Utah",2003,"Human","Natural out",2,2
"Utah",2003,"Human","Prescribed fire",0.05,1
"Utah",2003,"Human","Prescribed fire",2,6
"Utah",2003,"Human","Prescribed fire",22,1
"Utah",2003,"Human","Support action/Assist fire",0.05,13
"Utah",2003,"Human","Support action/Assist fire",2,13
"Utah",2003,"Human","Support action/Assist fire",22,7
"Utah",2003,"Human","Support action/Assist fire",5000,2
"Utah",2003,"Human","Support action/Assist fire",NA,11
"Utah",2003,"Human","Unknown",0.05,38
"Utah",2003,"Human","Unknown",2,13
"Utah",2003,"Human","Unknown",22,4
"Utah",2003,"Human","Unknown",80,1
"Utah",2003,"Human","Unknown",262.5,1
"Utah",2003,"Human","Unknown",1214,2
"Utah",2003,"Human","Unknown",5000,2
"Utah",2003,"Natural","Active/Suppressed",0.05,549
"Utah",2003,"Natural","Active/Suppressed",2,164
"Utah",2003,"Natural","Active/Suppressed",22,26
"Utah",2003,"Natural","Active/Suppressed",80,10
"Utah",2003,"Natural","Active/Suppressed",262.5,5
"Utah",2003,"Natural","Active/Suppressed",1214,6
"Utah",2003,"Natural","False Alarm",NA,12
"Utah",2003,"Natural","Natural out",0.05,53
"Utah",2003,"Natural","Natural out",2,2
"Utah",2003,"Natural","Prescribed fire",0.05,1
"Utah",2003,"Natural","Prescribed fire",22,1
"Utah",2003,"Natural","Prescribed fire",262.5,1
"Utah",2003,"Natural","Support action/Assist fire",0.05,72
"Utah",2003,"Natural","Support action/Assist fire",2,33
"Utah",2003,"Natural","Support action/Assist fire",22,7
"Utah",2003,"Natural","Support action/Assist fire",80,3
"Utah",2003,"Natural","Support action/Assist fire",262.5,1
"Utah",2003,"Natural","Support action/Assist fire",NA,31
"Utah",2003,"Natural","Unknown",0.05,287
"Utah",2003,"Natural","Unknown",2,97
"Utah",2003,"Natural","Unknown",22,6
"Utah",2003,"Natural","Unknown",80,3
"Utah",2003,"Natural","Unknown",262.5,2
"Utah",2004,"","Active/Suppressed",NA,73
"Utah",2004,"","False Alarm",NA,16
"Utah",2004,"","Prescribed fire",80,1
"Utah",2004,"","Support action/Assist fire",0.05,1
"Utah",2004,"","Support action/Assist fire",NA,83
"Utah",2004,"Human","Active/Suppressed",0.05,72
"Utah",2004,"Human","Active/Suppressed",2,32
"Utah",2004,"Human","Active/Suppressed",22,11
"Utah",2004,"Human","Active/Suppressed",80,3
"Utah",2004,"Human","Active/Suppressed",262.5,3
"Utah",2004,"Human","Active/Suppressed",1214,2
"Utah",2004,"Human","False Alarm",NA,4
"Utah",2004,"Human","Natural out",0.05,1
"Utah",2004,"Human","Natural out",2,1
"Utah",2004,"Human","Prescribed fire",2,1
"Utah",2004,"Human","Prescribed fire",22,4
"Utah",2004,"Human","Prescribed fire",262.5,1
"Utah",2004,"Human","Prescribed fire",1214,1
"Utah",2004,"Human","Support action/Assist fire",2,7
"Utah",2004,"Human","Support action/Assist fire",22,2
"Utah",2004,"Human","Support action/Assist fire",80,1
"Utah",2004,"Human","Support action/Assist fire",NA,1
"Utah",2004,"Human","Unknown",0.05,31
"Utah",2004,"Human","Unknown",2,7
"Utah",2004,"Natural","Active/Suppressed",0.05,579
"Utah",2004,"Natural","Active/Suppressed",2,168
"Utah",2004,"Natural","Active/Suppressed",22,34
"Utah",2004,"Natural","Active/Suppressed",80,8
"Utah",2004,"Natural","Active/Suppressed",262.5,15
"Utah",2004,"Natural","Active/Suppressed",1214,8
"Utah",2004,"Natural","Active/Suppressed",5000,6
"Utah",2004,"Natural","False Alarm",0.05,1
"Utah",2004,"Natural","False Alarm",NA,3
"Utah",2004,"Natural","Natural out",0.05,78
"Utah",2004,"Natural","Natural out",2,6
"Utah",2004,"Natural","Natural out",22,1
"Utah",2004,"Natural","Natural out",80,1
"Utah",2004,"Natural","Natural out",1214,2
"Utah",2004,"Natural","Prescribed fire",0.05,1
"Utah",2004,"Natural","Support action/Assist fire",0.05,23
"Utah",2004,"Natural","Support action/Assist fire",2,16
"Utah",2004,"Natural","Support action/Assist fire",22,3
"Utah",2004,"Natural","Support action/Assist fire",NA,3
"Utah",2004,"Natural","Unknown",0.05,242
"Utah",2004,"Natural","Unknown",2,68
"Utah",2004,"Natural","Unknown",22,11
"Utah",2004,"Natural","Unknown",80,2
"Utah",2004,"Natural","Unknown",262.5,1
"Utah",2004,"Natural","Unknown",1214,4
"Utah",2004,"Natural","Unknown",5000,2
"Utah",2005,"","Active/Suppressed",0.05,1
"Utah",2005,"","Active/Suppressed",NA,25
"Utah",2005,"","False Alarm",NA,57
"Utah",2005,"","Support action/Assist fire",NA,69
"Utah",2005,"Human","Active/Suppressed",0.05,64
"Utah",2005,"Human","Active/Suppressed",2,69
"Utah",2005,"Human","Active/Suppressed",22,24
"Utah",2005,"Human","Active/Suppressed",80,8
"Utah",2005,"Human","Active/Suppressed",262.5,10
"Utah",2005,"Human","Active/Suppressed",1214,6
"Utah",2005,"Human","Active/Suppressed",5000,2
"Utah",2005,"Human","Active/Suppressed",NA,1
"Utah",2005,"Human","False Alarm",NA,2
"Utah",2005,"Human","Natural out",0.05,1
"Utah",2005,"Human","Prescribed fire",0.05,2
"Utah",2005,"Human","Prescribed fire",2,2
"Utah",2005,"Human","Prescribed fire",22,4
"Utah",2005,"Human","Prescribed fire",262.5,1
"Utah",2005,"Human","Support action/Assist fire",0.05,4
"Utah",2005,"Human","Support action/Assist fire",2,6
"Utah",2005,"Human","Support action/Assist fire",22,2
"Utah",2005,"Human","Support action/Assist fire",262.5,1
"Utah",2005,"Human","Support action/Assist fire",NA,9
"Utah",2005,"Human","Unknown",0.05,30
"Utah",2005,"Human","Unknown",2,7
"Utah",2005,"Human","Unknown",22,4
"Utah",2005,"Human","Unknown",80,2
"Utah",2005,"Natural","Active/Suppressed",0.05,350
"Utah",2005,"Natural","Active/Suppressed",2,156
"Utah",2005,"Natural","Active/Suppressed",22,64
"Utah",2005,"Natural","Active/Suppressed",80,30
"Utah",2005,"Natural","Active/Suppressed",262.5,23
"Utah",2005,"Natural","Active/Suppressed",1214,20
"Utah",2005,"Natural","Active/Suppressed",5000,15
"Utah",2005,"Natural","Active/Suppressed",NA,21
"Utah",2005,"Natural","False Alarm",NA,6
"Utah",2005,"Natural","Natural out",0.05,49
"Utah",2005,"Natural","Natural out",2,5
"Utah",2005,"Natural","Natural out",22,3
"Utah",2005,"Natural","Natural out",262.5,1
"Utah",2005,"Natural","Prescribed fire",0.05,2
"Utah",2005,"Natural","Prescribed fire",80,1
"Utah",2005,"Natural","Support action/Assist fire",0.05,25
"Utah",2005,"Natural","Support action/Assist fire",2,8
"Utah",2005,"Natural","Support action/Assist fire",22,3
"Utah",2005,"Natural","Support action/Assist fire",80,1
"Utah",2005,"Natural","Support action/Assist fire",NA,15
"Utah",2005,"Natural","Unknown",0.05,140
"Utah",2005,"Natural","Unknown",2,54
"Utah",2005,"Natural","Unknown",22,17
"Utah",2005,"Natural","Unknown",80,1
"Utah",2005,"Natural","Unknown",262.5,7
"Utah",2005,"Natural","Unknown",1214,2
"Utah",2005,"Natural","Unknown",5000,1
"Utah",2006,"","Active/Suppressed",5000,1
"Utah",2006,"","Active/Suppressed",NA,14
"Utah",2006,"","False Alarm",NA,84
"Utah",2006,"","Prescribed fire",NA,1
"Utah",2006,"","Support action/Assist fire",NA,124
"Utah",2006,"Human","Active/Suppressed",0.05,59
"Utah",2006,"Human","Active/Suppressed",2,99
"Utah",2006,"Human","Active/Suppressed",22,55
"Utah",2006,"Human","Active/Suppressed",80,13
"Utah",2006,"Human","Active/Suppressed",262.5,8
"Utah",2006,"Human","Active/Suppressed",1214,8
"Utah",2006,"Human","Active/Suppressed",5000,6
"Utah",2006,"Human","Active/Suppressed",NA,8
"Utah",2006,"Human","False Alarm",0.05,1
"Utah",2006,"Human","False Alarm",NA,2
"Utah",2006,"Human","Prescribed fire",2,3
"Utah",2006,"Human","Prescribed fire",22,3
"Utah",2006,"Human","Prescribed fire",80,1
"Utah",2006,"Human","Prescribed fire",1214,1
"Utah",2006,"Human","Support action/Assist fire",0.05,7
"Utah",2006,"Human","Support action/Assist fire",2,13
"Utah",2006,"Human","Support action/Assist fire",22,5
"Utah",2006,"Human","Support action/Assist fire",80,2
"Utah",2006,"Human","Support action/Assist fire",NA,18
"Utah",2006,"Human","Unknown",0.05,35
"Utah",2006,"Human","Unknown",2,8
"Utah",2006,"Human","Unknown",22,5
"Utah",2006,"Human","Unknown",80,1
"Utah",2006,"Natural","Active/Suppressed",0.05,578
"Utah",2006,"Natural","Active/Suppressed",2,280
"Utah",2006,"Natural","Active/Suppressed",22,93
"Utah",2006,"Natural","Active/Suppressed",80,33
"Utah",2006,"Natural","Active/Suppressed",262.5,30
"Utah",2006,"Natural","Active/Suppressed",1214,30
"Utah",2006,"Natural","Active/Suppressed",5000,14
"Utah",2006,"Natural","Active/Suppressed",NA,32
"Utah",2006,"Natural","False Alarm",NA,2
"Utah",2006,"Natural","Natural out",0.05,66
"Utah",2006,"Natural","Natural out",2,5
"Utah",2006,"Natural","Prescribed fire",2,1
"Utah",2006,"Natural","Prescribed fire",22,1
"Utah",2006,"Natural","Support action/Assist fire",0.05,64
"Utah",2006,"Natural","Support action/Assist fire",2,28
"Utah",2006,"Natural","Support action/Assist fire",22,7
"Utah",2006,"Natural","Support action/Assist fire",1214,1
"Utah",2006,"Natural","Support action/Assist fire",5000,1
"Utah",2006,"Natural","Support action/Assist fire",NA,22
"Utah",2006,"Natural","Unknown",0.05,193
"Utah",2006,"Natural","Unknown",2,78
"Utah",2006,"Natural","Unknown",22,20
"Utah",2006,"Natural","Unknown",80,3
"Utah",2006,"Natural","Unknown",262.5,6
"Utah",2006,"Natural","Unknown",1214,5
"Utah",2006,"Natural","Unknown",5000,3
"Utah",2007,"","Active/Suppressed",2,1
"Utah",2007,"","Active/Suppressed",NA,10
"Utah",2007,"","False Alarm",NA,98
"Utah",2007,"","Support action/Assist fire",0.05,1
"Utah",2007,"","Support action/Assist fire",NA,113
"Utah",2007,"Human","Active/Suppressed",0.05,67
"Utah",2007,"Human","Active/Suppressed",2,99
"Utah",2007,"Human","Active/Suppressed",22,41
"Utah",2007,"Human","Active/Suppressed",80,16
"Utah",2007,"Human","Active/Suppressed",262.5,6
"Utah",2007,"Human","Active/Suppressed",1214,6
"Utah",2007,"Human","Active/Suppressed",5000,8
"Utah",2007,"Human","Active/Suppressed",NA,4
"Utah",2007,"Human","False Alarm",NA,2
"Utah",2007,"Human","Natural out",0.05,2
"Utah",2007,"Human","Natural out",2,4
"Utah",2007,"Human","Prescribed fire",2,2
"Utah",2007,"Human","Prescribed fire",22,1
"Utah",2007,"Human","Prescribed fire",262.5,1
"Utah",2007,"Human","Prescribed fire",1214,1
"Utah",2007,"Human","Support action/Assist fire",0.05,5
"Utah",2007,"Human","Support action/Assist fire",2,19
"Utah",2007,"Human","Support action/Assist fire",22,3
"Utah",2007,"Human","Support action/Assist fire",NA,6
"Utah",2007,"Human","Unknown",0.05,54
"Utah",2007,"Human","Unknown",2,10
"Utah",2007,"Human","Unknown",22,1
"Utah",2007,"Human","Unknown",80,2
"Utah",2007,"Human","Unknown",262.5,2
"Utah",2007,"Human","Unknown",5000,1
"Utah",2007,"Natural","",2,1
"Utah",2007,"Natural","Active/Suppressed",0.05,338
"Utah",2007,"Natural","Active/Suppressed",2,149
"Utah",2007,"Natural","Active/Suppressed",22,29
"Utah",2007,"Natural","Active/Suppressed",80,19
"Utah",2007,"Natural","Active/Suppressed",262.5,12
"Utah",2007,"Natural","Active/Suppressed",1214,11
"Utah",2007,"Natural","Active/Suppressed",5000,10
"Utah",2007,"Natural","Active/Suppressed",NA,8
"Utah",2007,"Natural","False Alarm",0.05,3
"Utah",2007,"Natural","Natural out",0.05,26
"Utah",2007,"Natural","Natural out",22,1
"Utah",2007,"Natural","Natural out",80,1
"Utah",2007,"Natural","Natural out",NA,1
"Utah",2007,"Natural","Prescribed fire",80,1
"Utah",2007,"Natural","Support action/Assist fire",0.05,49
"Utah",2007,"Natural","Support action/Assist fire",2,17
"Utah",2007,"Natural","Support action/Assist fire",22,2
"Utah",2007,"Natural","Support action/Assist fire",80,1
"Utah",2007,"Natural","Support action/Assist fire",NA,24
"Utah",2007,"Natural","Unknown",0.05,155
"Utah",2007,"Natural","Unknown",2,47
"Utah",2007,"Natural","Unknown",22,8
"Utah",2007,"Natural","Unknown",80,2
"Utah",2007,"Natural","Unknown",262.5,4
"Utah",2007,"Natural","Unknown",1214,5
"Utah",2008,"","Active/Suppressed",NA,26
"Utah",2008,"","False Alarm",NA,58
"Utah",2008,"","Support action/Assist fire",0.05,1
