"","STATE","Year","CAUSE","FIRETYPE","SIZECLASS","count"
"3381","California",1996,"Natural","Prescribed fire",262.5,2
"3382","California",1996,"Natural","Prescribed fire",1214,3
"3383","California",1996,"Natural","Unknown",0.05,682
"3384","California",1996,"Natural","Unknown",2,174
"3385","California",1996,"Natural","Unknown",22,29
"3386","California",1996,"Natural","Unknown",80,9
"3387","California",1996,"Natural","Unknown",262.5,8
"3388","California",1996,"Natural","Unknown",1214,4
"3389","California",1996,"Natural","Unknown",5000,3
"3390","California",1997,"","Active/Suppressed",2,1
"3391","California",1997,"","Active/Suppressed",NA,4
"3392","California",1997,"","Natural out",0.05,1
"3393","California",1997,"","Prescribed fire",0.05,2
"3394","California",1997,"","Prescribed fire",2,1
"3395","California",1997,"","Prescribed fire",22,10
"3396","California",1997,"","Prescribed fire",80,3
"3397","California",1997,"","Prescribed fire",262.5,5
"3398","California",1997,"","Prescribed fire",1214,4
"3399","California",1997,"","Prescribed fire",NA,6
"3400","California",1997,"","Support action/Assist fire",NA,381
"3401","California",1997,"Human","Active/Suppressed",0.05,383
"3402","California",1997,"Human","Active/Suppressed",2,273
"3403","California",1997,"Human","Active/Suppressed",22,50
"3404","California",1997,"Human","Active/Suppressed",80,12
"3405","California",1997,"Human","Active/Suppressed",262.5,9
"3406","California",1997,"Human","Active/Suppressed",1214,11
"3407","California",1997,"Human","Active/Suppressed",5000,8
"3408","California",1997,"Human","Active/Suppressed",NA,3
"3409","California",1997,"Human","Natural out",0.05,2
"3410","California",1997,"Human","Natural out",NA,6
"3411","California",1997,"Human","Prescribed fire",2,18
"3412","California",1997,"Human","Prescribed fire",22,25
"3413","California",1997,"Human","Prescribed fire",80,13
"3414","California",1997,"Human","Prescribed fire",262.5,9
"3415","California",1997,"Human","Support action/Assist fire",NA,7
"3416","California",1997,"Human","Unknown",0.05,657
"3417","California",1997,"Human","Unknown",2,202
"3418","California",1997,"Human","Unknown",22,36
"3419","California",1997,"Human","Unknown",80,9
"3420","California",1997,"Human","Unknown",262.5,6
"3421","California",1997,"Human","Unknown",1214,2
"3422","California",1997,"Human","Unknown",5000,4
"3423","California",1997,"Natural","Active/Suppressed",0.05,98
"3424","California",1997,"Natural","Active/Suppressed",2,40
"3425","California",1997,"Natural","Active/Suppressed",22,8
"3426","California",1997,"Natural","Active/Suppressed",80,1
"3427","California",1997,"Natural","Active/Suppressed",1214,1
"3428","California",1997,"Natural","Active/Suppressed",5000,1
"3429","California",1997,"Natural","Active/Suppressed",NA,6
"3430","California",1997,"Natural","Natural out",0.05,12
"3431","California",1997,"Natural","Natural out",22,1
"3432","California",1997,"Natural","Prescribed fire",0.05,17
"3433","California",1997,"Natural","Prescribed fire",2,9
"3434","California",1997,"Natural","Prescribed fire",80,2
"3435","California",1997,"Natural","Prescribed fire",1214,1
"3436","California",1997,"Natural","Unknown",0.05,591
"3437","California",1997,"Natural","Unknown",2,126
"3438","California",1997,"Natural","Unknown",22,16
"3439","California",1997,"Natural","Unknown",80,4
"3440","California",1997,"Natural","Unknown",262.5,2
"3441","California",1997,"Natural","Unknown",1214,1
"3442","California",1997,"Natural","Unknown",5000,1
"3443","California",1998,"","Active/Suppressed",0.05,3
"3444","California",1998,"","Active/Suppressed",2,8
"3445","California",1998,"","Active/Suppressed",22,1
"3446","California",1998,"","Active/Suppressed",NA,16
"3447","California",1998,"","Prescribed fire",0.05,4
"3448","California",1998,"","Prescribed fire",2,3
"3449","California",1998,"","Prescribed fire",22,18
"3450","California",1998,"","Prescribed fire",80,5
"3451","California",1998,"","Prescribed fire",262.5,2
"3452","California",1998,"","Prescribed fire",1214,3
"3453","California",1998,"","Prescribed fire",NA,6
"3454","California",1998,"","Support action/Assist fire",NA,553
"3455","California",1998,"Human","Active/Suppressed",0.05,898
"3456","California",1998,"Human","Active/Suppressed",2,701
"3457","California",1998,"Human","Active/Suppressed",22,105
"3458","California",1998,"Human","Active/Suppressed",80,40
"3459","California",1998,"Human","Active/Suppressed",262.5,12
"3460","California",1998,"Human","Active/Suppressed",1214,10
"3461","California",1998,"Human","Active/Suppressed",5000,3
"3462","California",1998,"Human","Active/Suppressed",NA,2
"3463","California",1998,"Human","Natural out",0.05,1
"3464","California",1998,"Human","Natural out",2,1
"3465","California",1998,"Human","Prescribed fire",2,3
"3466","California",1998,"Human","Prescribed fire",22,12
"3467","California",1998,"Human","Prescribed fire",80,4
"3468","California",1998,"Human","Prescribed fire",262.5,2
"3469","California",1998,"Human","Prescribed fire",1214,4
"3470","California",1998,"Human","Support action/Assist fire",NA,6
"3471","California",1998,"Human","Unknown",0.05,567
"3472","California",1998,"Human","Unknown",2,135
"3473","California",1998,"Human","Unknown",22,29
"3474","California",1998,"Human","Unknown",80,5
"3475","California",1998,"Human","Unknown",262.5,4
"3476","California",1998,"Human","Unknown",1214,2
"3477","California",1998,"Human","Unknown",5000,1
"3478","California",1998,"Natural","Active/Suppressed",0.05,133
"3479","California",1998,"Natural","Active/Suppressed",2,61
"3480","California",1998,"Natural","Active/Suppressed",22,9
"3481","California",1998,"Natural","Active/Suppressed",80,2
"3482","California",1998,"Natural","Active/Suppressed",262.5,3
"3483","California",1998,"Natural","Active/Suppressed",1214,2
"3484","California",1998,"Natural","Active/Suppressed",5000,1
"3485","California",1998,"Natural","Active/Suppressed",NA,1
"3486","California",1998,"Natural","Natural out",0.05,15
"3487","California",1998,"Natural","Natural out",2,1
"3488","California",1998,"Natural","Prescribed fire",0.05,27
"3489","California",1998,"Natural","Prescribed fire",2,4
"3490","California",1998,"Natural","Prescribed fire",22,2
"3491","California",1998,"Natural","Unknown",0.05,553
"3492","California",1998,"Natural","Unknown",2,113
"3493","California",1998,"Natural","Unknown",22,10
"3494","California",1998,"Natural","Unknown",1214,1
"3495","California",1999,"","Active/Suppressed",0.05,2
"3496","California",1999,"","Active/Suppressed",2,15
"3497","California",1999,"","Active/Suppressed",22,9
"3498","California",1999,"","Active/Suppressed",1214,1
"3499","California",1999,"","Active/Suppressed",5000,1
"3500","California",1999,"","Active/Suppressed",NA,2
"3501","California",1999,"","Prescribed fire",0.05,16
"3502","California",1999,"","Prescribed fire",2,4
"3503","California",1999,"","Prescribed fire",22,21
"3504","California",1999,"","Prescribed fire",80,4
"3505","California",1999,"","Prescribed fire",262.5,4
"3506","California",1999,"","Prescribed fire",1214,1
"3507","California",1999,"","Prescribed fire",NA,3
"3508","California",1999,"","Support action/Assist fire",2,2
"3509","California",1999,"","Support action/Assist fire",NA,637
"3510","California",1999,"Human","Active/Suppressed",0.05,1236
"3511","California",1999,"Human","Active/Suppressed",2,867
"3512","California",1999,"Human","Active/Suppressed",22,145
"3513","California",1999,"Human","Active/Suppressed",80,31
"3514","California",1999,"Human","Active/Suppressed",262.5,18
"3515","California",1999,"Human","Active/Suppressed",1214,20
"3516","California",1999,"Human","Active/Suppressed",5000,5
"3517","California",1999,"Human","Active/Suppressed",NA,1
"3518","California",1999,"Human","Natural out",0.05,52
"3519","California",1999,"Human","Natural out",2,1
"3520","California",1999,"Human","Natural out",22,1
"3521","California",1999,"Human","Natural out",262.5,1
"3522","California",1999,"Human","Prescribed fire",0.05,1
"3523","California",1999,"Human","Prescribed fire",2,3
"3524","California",1999,"Human","Prescribed fire",22,13
"3525","California",1999,"Human","Prescribed fire",80,5
"3526","California",1999,"Human","Prescribed fire",262.5,9
"3527","California",1999,"Human","Prescribed fire",1214,5
"3528","California",1999,"Human","Support action/Assist fire",0.05,12
"3529","California",1999,"Human","Support action/Assist fire",2,20
"3530","California",1999,"Human","Support action/Assist fire",22,8
"3531","California",1999,"Human","Support action/Assist fire",80,1
"3532","California",1999,"Human","Support action/Assist fire",262.5,4
"3533","California",1999,"Human","Support action/Assist fire",1214,3
"3534","California",1999,"Human","Support action/Assist fire",NA,55
"3535","California",1999,"Human","Unknown",0.05,823
"3536","California",1999,"Human","Unknown",2,256
"3537","California",1999,"Human","Unknown",22,43
"3538","California",1999,"Human","Unknown",80,11
"3539","California",1999,"Human","Unknown",262.5,12
"3540","California",1999,"Human","Unknown",1214,10
"3541","California",1999,"Human","Unknown",5000,9
"3542","California",1999,"Natural","Active/Suppressed",0.05,208
"3543","California",1999,"Natural","Active/Suppressed",2,125
"3544","California",1999,"Natural","Active/Suppressed",22,20
"3545","California",1999,"Natural","Active/Suppressed",80,12
"3546","California",1999,"Natural","Active/Suppressed",262.5,13
"3547","California",1999,"Natural","Active/Suppressed",1214,8
"3548","California",1999,"Natural","Active/Suppressed",5000,10
"3549","California",1999,"Natural","Natural out",0.05,8
"3550","California",1999,"Natural","Natural out",2,1
"3551","California",1999,"Natural","Prescribed fire",0.05,16
"3552","California",1999,"Natural","Prescribed fire",2,4
"3553","California",1999,"Natural","Prescribed fire",262.5,2
"3554","California",1999,"Natural","Prescribed fire",1214,1
"3555","California",1999,"Natural","Prescribed fire",5000,1
"3556","California",1999,"Natural","Support action/Assist fire",0.05,2
"3557","California",1999,"Natural","Support action/Assist fire",2,5
"3558","California",1999,"Natural","Support action/Assist fire",22,3
"3559","California",1999,"Natural","Support action/Assist fire",NA,23
"3560","California",1999,"Natural","Unknown",0.05,692
"3561","California",1999,"Natural","Unknown",2,226
"3562","California",1999,"Natural","Unknown",22,28
"3563","California",1999,"Natural","Unknown",80,7
"3564","California",1999,"Natural","Unknown",262.5,8
"3565","California",1999,"Natural","Unknown",1214,12
"3566","California",1999,"Natural","Unknown",5000,10
"3567","California",2000,"","Active/Suppressed",0.05,1
"3568","California",2000,"","Active/Suppressed",2,5
"3569","California",2000,"","Active/Suppressed",22,1
"3570","California",2000,"","Active/Suppressed",262.5,1
"3571","California",2000,"","Prescribed fire",0.05,31
"3572","California",2000,"","Prescribed fire",2,3
"3573","California",2000,"","Prescribed fire",22,7
"3574","California",2000,"","Prescribed fire",80,5
"3575","California",2000,"","Prescribed fire",262.5,1
"3576","California",2000,"","Prescribed fire",1214,1
"3577","California",2000,"","Prescribed fire",NA,10
"3578","California",2000,"","Support action/Assist fire",2,1
"3579","California",2000,"","Support action/Assist fire",NA,495
"3580","California",2000,"Human","Active/Suppressed",0.05,1162
"3581","California",2000,"Human","Active/Suppressed",2,672
"3582","California",2000,"Human","Active/Suppressed",22,89
"3583","California",2000,"Human","Active/Suppressed",80,13
"3584","California",2000,"Human","Active/Suppressed",262.5,12
"3585","California",2000,"Human","Active/Suppressed",1214,7
"3586","California",2000,"Human","Active/Suppressed",5000,9
"3587","California",2000,"Human","Natural out",0.05,8
"3588","California",2000,"Human","Natural out",2,19
"3589","California",2000,"Human","Natural out",22,8
"3590","California",2000,"Human","Prescribed fire",0.05,1
"3591","California",2000,"Human","Prescribed fire",2,6
"3592","California",2000,"Human","Prescribed fire",22,4
"3593","California",2000,"Human","Prescribed fire",1214,1
"3594","California",2000,"Human","Prescribed fire",NA,1
"3595","California",2000,"Human","Support action/Assist fire",0.05,13
"3596","California",2000,"Human","Support action/Assist fire",2,6
"3597","California",2000,"Human","Support action/Assist fire",22,7
"3598","California",2000,"Human","Support action/Assist fire",80,1
"3599","California",2000,"Human","Support action/Assist fire",262.5,2
"3600","California",2000,"Human","Support action/Assist fire",1214,1
"3601","California",2000,"Human","Support action/Assist fire",NA,56
"3602","California",2000,"Human","Unknown",0.05,784
"3603","California",2000,"Human","Unknown",2,180
"3604","California",2000,"Human","Unknown",22,20
"3605","California",2000,"Human","Unknown",80,9
"3606","California",2000,"Human","Unknown",262.5,9
"3607","California",2000,"Human","Unknown",1214,3
"3608","California",2000,"Human","Unknown",5000,4
"3609","California",2000,"Natural","Active/Suppressed",0.05,135
"3610","California",2000,"Natural","Active/Suppressed",2,46
"3611","California",2000,"Natural","Active/Suppressed",22,6
"3612","California",2000,"Natural","Active/Suppressed",80,1
"3613","California",2000,"Natural","Active/Suppressed",1214,3
"3614","California",2000,"Natural","Active/Suppressed",NA,2
"3615","California",2000,"Natural","Natural out",0.05,6
"3616","California",2000,"Natural","Natural out",22,1
"3617","California",2000,"Natural","Prescribed fire",0.05,1
"3618","California",2000,"Natural","Prescribed fire",2,1
"3619","California",2000,"Natural","Prescribed fire",80,1
"3620","California",2000,"Natural","Support action/Assist fire",0.05,2
"3621","California",2000,"Natural","Support action/Assist fire",2,5
"3622","California",2000,"Natural","Support action/Assist fire",80,1
"3623","California",2000,"Natural","Support action/Assist fire",NA,11
"3624","California",2000,"Natural","Unknown",0.05,475
"3625","California",2000,"Natural","Unknown",2,115
"3626","California",2000,"Natural","Unknown",22,7
"3627","California",2000,"Natural","Unknown",80,1
"3628","California",2000,"Natural","Unknown",262.5,3
"3629","California",2000,"Natural","Unknown",1214,1
"3630","California",2001,"","Active/Suppressed",0.05,4
"3631","California",2001,"","Active/Suppressed",2,10
"3632","California",2001,"","Active/Suppressed",22,1
"3633","California",2001,"","Active/Suppressed",80,3
"3634","California",2001,"","Active/Suppressed",262.5,1
"3635","California",2001,"","Active/Suppressed",1214,1
"3636","California",2001,"","Prescribed fire",0.05,20
"3637","California",2001,"","Prescribed fire",2,14
"3638","California",2001,"","Prescribed fire",22,29
"3639","California",2001,"","Prescribed fire",80,9
"3640","California",2001,"","Prescribed fire",262.5,3
"3641","California",2001,"","Prescribed fire",NA,2
"3642","California",2001,"","Support action/Assist fire",2,4
"3643","California",2001,"","Support action/Assist fire",80,2
"3644","California",2001,"","Support action/Assist fire",262.5,1
"3645","California",2001,"","Support action/Assist fire",NA,500
"3646","California",2001,"Human","Active/Suppressed",0.05,1285
"3647","California",2001,"Human","Active/Suppressed",2,706
"3648","California",2001,"Human","Active/Suppressed",22,122
"3649","California",2001,"Human","Active/Suppressed",80,16
"3650","California",2001,"Human","Active/Suppressed",262.5,14
"3651","California",2001,"Human","Active/Suppressed",1214,6
